Job Title,ID,State,City,Exp_years,School,Degree,Major
Data Engineer,53,California,San Francisco,2,Stanford Continuing Studies,etc,Sports & AI Courses  
Data Engineer,54,California,San Francisco,3,San Diego State University,Master,Master's degree Management Information Systems 3.8
Data Engineer,55,California,San Francisco,9,Auburn University,Master,"Master of Science (M.S.) Computer and Information Sciences, General 4.0 / 4.0"
Data Engineer,56,Texas,,5,University of Wisconsin-Parkside,Master,Master of Science Computer Information Systems 
Data Engineer,57,Washington,Seattle,4,University of Washington,Bachelor,Bachelor's degree Mathematics 
Data Engineer,58,Massachusetts,Boston,6,Northeastern University,Master,Master's degree Computer Science 3.76/4
Data Engineer,59,California,San Francisco,4,Georgia Institute of Technology,Bachelor,Bachelor's Degree Computer Science 
Data Engineer,60,California,,3,"University of California, Berkeley",Bachelor,Bachelor's degree Statistics and Public Health 
Data Engineer,61,California,Los Angeles,7,The George Washington University,Master,Master of Science (M.S.) Electrical and Computer Engineering 
Data Engineer,62,California,,14,No School,No Degree,No Degree
Data Engineer,63,California,San Francisco,20,Coimbatore Institute of Technology,Master,MCA Master of Computer applications 
Data Engineer,64,California,San Francisco,2,University of North Carolina at Charlotte,Master,Master of Science - MS Information Technology 
Data Engineer,65,California,,4,"University of California, San Diego",Bachelor,Bachelor's Degree Electrical Engineering 
Data Engineer,66,California,,3,University of Washington,Master,Master of Science(M.S.) Information Management - Dual specialization in Data Science and Business Intelligence 3.86
Data Engineer,67,Oregon,Portland,8,freeCodeCamp,No Degree,Non-Degree Program Computer Science 
Data Engineer,68,,,4,William & Mary,Master,Master of Science - MS Business Analytics 
Data Engineer,69,California,San Diego,11,Ohio University,Ph.D,Ph.D Electrical Engineering and Computer Science 
Data Engineer,70,Illinois,,2,University of Illinois at Urbana-Champaign,Master,"Master's degree Management Information Systems, General "
Data Engineer,71,California,San Francisco,9,"University of California, San Diego",etc, Data mining and SAS 
Data Engineer,72,Ohio,,8,Computer Software,etc,  
Data Engineer,73,Massachusetts,Boston,8,Northeastern University,Master,"Master of Data Analytics Engineering Advanced Machine Learning, Information Retrieval "
Data Engineer,74,California,,19,Rochester Institute of Technology,Bachelor,B.S. Computer Science 
Data Engineer,75,Washington,Seattle,5,University of Washington,Master,Master of Science (MS) Information Management 3.87
Data Engineer,76,California,,15,San Francisco State University,Bachelor,Bachelor's degree Computer Science 
Data Engineer,77,California,,24,"Gujarat University, India",Bachelor,Bachelors in Engineering Electronics and Communications 
Data Engineer,78,New York,New York,16,UCLA Anderson School of Management,Ph.D,Doctor of Philosophy (Ph.D.) Operations Management 
Data Engineer,79,California,San Francisco,8,Carnegie Mellon University,Master,"Master's degree Computer Science, Machine Learning "
Data Engineer,80,California,San Francisco,10,Georgia State University - J. Mack Robinson College of Business,Master,Master’s Degree Masters of Science in Information Systems 
Data Engineer,81,California,San Francisco,12,VESIT Mumbai,Master,Master of Computer Applications (MCA) Computer Software Engineering 
Data Engineer,82,New York,New York,10,Belmont University,Bachelor,Bachelor of Science (BS) Computer Science 
Data Engineer,83,California,San Francisco,10,Budapest University of Technology and Economics,Master,Master's degree and Bachelor's degree Engineering Physics 
Data Engineer,84,California,San Francisco,6,"Mar Athanasius College of Engineering, Kothamangalam",Bachelor,Bachelor's degree Computer Engineering 
Data Engineer,85,Massachusetts,Boston,4,Northeastern University,Master,Master's degree Data Analytics GPA - 3.8/4
Data Engineer,86,Texas,Houston,6,Texas A&M University,Master,Master of Science (MS) Management Information Sytems 
Data Engineer,87,New York,New York,5,"University of California, Berkeley",Bachelor,Bachelor of Science (B.S.) Electrical Engineering and Computer Science 
Data Engineer,88,New York,New York,4,University of Rochester,Master,Master of Science (M.S.) Data Science 
Data Engineer,89,New York,New York,6,New York University - Polytechnic School of Engineering,Master,Master's degree Computer Science 3.64
Data Engineer,90,Washington,,6,University of Houston,Master,Master of Science (MS) Computer Engineering 
Data Engineer,91,New York,New York,5,Syracuse University,Master,Master’s Degree Information Management 4.0
Data Engineer,92,California,San Francisco,7,Rochester Institute of Technology,Master,Master of Science (M.S.) Computer Science 
Data Engineer,93,,,10,San Jose State University,Master,Master’s Degree Computer Software Engineering 3.82
Data Engineer,94,California,,5,UC Berkeley,Bachelor,Bachelor of Arts (B.A.) Political Science - Research Methods GPA: 3.86
Data Engineer,95,California,San Francisco,4,The University of Texas at Austin,Master,Master of Science (M.S.) Statistics and Data Science 3.77/4
Data Engineer,96,New York,New York,4,New Jersey Institute of Technology,Master,Master’s Degree Computer Science 3.55
Data Engineer,97,California,San Francisco,7,University of Toronto,Master,Master of Engineering (M.Eng.) Computer Engineering 
Data Engineer,98,California,San Francisco,8,Uttar Pradesh Technical University,Bachelor,Bachelors of Technology Computer Science 
Data Engineer,99,New York,New York,5,Duke University,Bachelor,"Bachelor’s Degree Computer Science, Creative Writing "
Data Engineer,100,California,,9,Alexandru Ioan Cuza University Iasi,Master,Master of Science (MSc) Distributed Sistems 
Data Engineer,101,New York,New York,3,NYU Center for Urban Science + Progress,Master,Master of Science - MS Informatics 
Data Engineer,102,California,San Francisco,14,Guru Gobind Singh Indraprastha University,Master,Master of Computer Applications (MCA) Computer Science 
Data Engineer,103,Illinois,Chicago,4,University of Chicago,Master,Master of Science - MS Computer Science 
Data Engineer,104,California,,6,Princeton University,Bachelor,Bachelor of Arts (B.A.) Geosciences 
Data Engineer,105,New York,New York,4,The University of Connecticut School of Business,Master,Master’s Degree Business Analytics and Project Management 
Data Engineer,106,California,,8,University at Buffalo,Master,Master's degree Computer Science 3.67
Data Engineer,107,California,Los Angeles,12,"University of California, Berkeley",Master,Master's degree Master of Information and Data Science 
Data Engineer,108,California,,7,University of Southern California,Master,Master's degree Computer Science 3.4/4
Data Engineer,109,Illinois,,4,University of Illinois at Urbana-Champaign,Master,Master of Science - MS Information Management 
Data Engineer,110,California,,8,Silicon Valley University,Master,Master's degree Computer Engineering Program 
Data Engineer,111,California,San Francisco,3,"University of California, Los Angeles",Bachelor,Bachelor’s Degree Computer Science 
Data Engineer,112,California,Los Angeles,2,University of Virginia,Master,Master of Science - MS Statistics 
Data Engineer,113,California,,2,"Birla Institute of Technology and Science, Pilani",etc,  
Data Engineer,114,California,,7,The Johns Hopkins University,etc, Data Science 
Data Engineer,115,New York,New York,5,"University of California, Davis",Bachelor,Bachelor of Science (B.S.) Computer Science 
Data Engineer,116,California,San Francisco,12,Anna University,Bachelor,Bachelor of Engineering (B.E.) Mechanical Engineering 
Data Engineer,117,California,San Francisco,6,University of Southern California,Master,Master's degree Computer Science 
Data Engineer,118,Texas,,4,"Naveen Jindal School of Management, UT Dallas",Master,Master of Science - MS Information Technology and Management 
Data Engineer,119,California,,7,No School,No Degree,No Degree
Data Engineer,120,California,San Francisco,9,New Jersey Institute of Technology,Master,Master's degree Computer Science 
Data Engineer,121,New York,New York,7,"University of California, Santa Cruz",Bachelor,BS Computer Science Cum Laude with Honors
Data Engineer,122,California,San Francisco,10,University of South Florida,Master,Master's degree  3.78
Data Engineer,123,Massachusetts,Boston,2,General Assembly,etc, Data Science 
Data Engineer,124,California,San Francisco,6,"University of California, Berkeley",Bachelor,"Bachelor of Arts (B.A.) Integrative Biology, Minor in Food Systems "
Data Engineer,125,New York,New York,5,Columbia University in the City of New York,Master,"Master's Degree Electrical, Electronics and Communications Engineering "
Data Engineer,126,New York,New York,8,New York Institute of Technology,Master,Master's degree Computer Science 4.0
Data Engineer,127,New York,New York,19,Monroe Community College,etc, Computer Info Systems 
Data Engineer,128,New Jersey,,2,University of Massachusetts Dartmouth,Master,Master’s Degree Computer and Information Sciences 3.87
Data Engineer,129,,,2,The University of Texas at Dallas,Master,Master of Science - MS Information Technology and Management 
Data Engineer,130,California,,6,Brandeis University,Bachelor,"B.A Economics, Business "
Data Engineer,131,California,,4,Illinois Institute of Technology,Master,Master's degree Computer Science 
Data Engineer,132,California,,10,SRM University,Master,Master's degree Computer Science 
Data Engineer,133,California,,7,"University of California, San Diego",Master,Master of Science (MS) Computer Science 3.53/4.00
Data Engineer,134,California,Los Angeles,10,University of Phoenix,Bachelor,Bachelors of Science Information Technology 
Data Engineer,135,Washington,Seattle,14,Georgia Institute of Technology,Ph.D,Doctor of Philosophy (Ph.D.) Computational Science and Engineering 
Data Engineer,136,New York,New York,9,University of Michigan,Bachelor,Bachelor of Science (B.S.) Computer Science 
Data Engineer,137,California,San Francisco,4,University of Southern California,Master,Master of Science (MS) Computer Science 
Data Engineer,138,California,,20,National Institute of Technology Silchar (Assam),Bachelor,BS Mechanical Engineering 
Data Engineer,139,California,,3,"Mepco Schlenk Engineering College,Sivakasi",Bachelor,Bachelor of Engineering (B.E.) Mechanical Engineering 
Data Engineer,140,Washington,,4,NED University of Engineering and Technology,etc,Engineer's Degree Computer Software Engineering 3.896
Data Engineer,141,Texas,,7,University of Arizona,Master,Master of Science (MS) Management Information Systems 3.9/4.0
Data Engineer,142,Colorado,,18,University of Colorado at Boulder,Master,Master of Arts (M.A.) Cognitive Science 
Data Engineer,143,Washington,Seattle,3,University of Houston,Master,Master of Engineering (M.Eng.) Computer Science& Conmunication 
Data Engineer,144,Washington,,6,Georgia State University - J. Mack Robinson College of Business,Master,Master's Degree Management Information Systems 
Data Engineer,145,California,San Francisco,4,The University of Texas at Dallas,Master,Master’s Degree Computer Science 4.0/4.0
Data Engineer,146,California,San Francisco,14,MBA - JBIMS University of Mumbai,Master,MBA (MMS) Information Systems Management 
Data Engineer,147,Tennessee,Nashville,9,Seattle Pacific University,Bachelor,"B.S. & B.A. Mathematics & Philosophy, resp. "
Data Engineer,148,California,,2,"University of California, Berkeley",Bachelor,Bachelor of Arts (B.A.) Computer Science 
Data Engineer,149,Texas,,3,The University of Texas at Dallas,Master,"Master of Science - MS Management Information Systems, General 3.5"
Data Engineer,150,Ohio,,9,Mahatma Gandhi University,etc,Engineer's Degree Electronics and Communications Engineering 
Data Engineer,151,California,San Francisco,8,Stanford University,Bachelor,BS Computer Science 
Data Engineer,152,California,Los Angeles,4,University of Southern California,Master,Master's Degree Electrical and Electronics Engineering GPA 3.5/4.0
Data Engineer,153,California,San Francisco,11,NYU Stern School of Business,Master,"Master's degree Management Information Systems, General "
Data Engineer,154,California,,5,Arizona State University,Master,Master’s Degree Computer Science (Big Data Systems) 3.89/4
Data Engineer,155,California,,16,National Institute of Technology Tiruchirappalli,Master,Master Of Enginneering  
Data Engineer,156,North Carolina,,15,University of Paisley,Master,"Master of Science in Advanced Computer Systems Development Datawarehousing, Business Intelligence and Object Oriented Programming "
Data Engineer,157,California,,10,Arizona State University,Ph.D,Doctor of Philosophy (Ph.D.) Computer Science 
Data Engineer,158,California,,3,"University of California, Berkeley",Bachelor,Bachelor's Degree Computer Science 
Data Engineer,159,Texas,,7,The University of Texas at Dallas,Master,Master's degree Computer Science 
Data Engineer,160,California,,4,Georgia Institute of Technology,Master,Master’s Degree Statistics 3.70
Data Engineer,161,California,,3,Syracuse University School of Information Studies,Master,Master of Science - MS Information Management | Certificate of Advanced Study in Data Science 3.96/4.00
Data Engineer,162,New York,New York,2,New Jersey Institute of Technology,Master,Master’s Degree Information Science/System 
Data Engineer,163,New York,New York,10,Northern Illinois University,Master,Master’s Degree Computer Science 
Data Engineer,164,Texas,Dallas,5,The University of Texas at Dallas,Master,Master’s Degree Management Information Systems 3.7/4.0
Data Engineer,165,New York,New York,11,University of Pennsylvania,Master,MSE Computer and Information Science 
Data Engineer,166,Massachusetts,Boston,6,Northeastern University,Master,Master's degree  
Data Engineer,167,California,,12,The University of Connecticut,Ph.D,Doctor of Philosophy (Ph.D.) Materials Science 
Data Engineer,168,Washington,Seattle,13,Institute of Engineers,Bachelor,Bachelors Electronics & communication Engineering 
Data Engineer,169,New York,New York,12,The Johns Hopkins University,Ph.D,Ph.D. Physics and Astronomy 
Data Engineer,170,California,San Francisco,3,The University of Texas at Arlington,Master,Master’s Degree Computer Science 3.0 -4.0
Data Engineer,171,California,San Francisco,13,California State University-East Bay,Master,MS Biostatistics 
Data Engineer,172,New York,New York,7,University of Utah - David Eccles School of Business,Master,Master’s Degree Information Systems 3.7
Data Engineer,173,California,,7,Caltech,Master,Master Electrical Engineering 
Data Engineer,174,Washington,,6,University of Virginia,Bachelor,"B.S., Systems and Information Engineering Business (minor), Global Sustainability (minor) "
Data Engineer,175,Texas,Dallas,9,Michigan State University,Ph.D,Doctor of Philosophy (Ph.D.) Astronomy and Astrophysics 
Data Engineer,176,California,San Francisco,6,Massachusetts Institute of Technology,Master,Master of Science (S.M) Technology and Policy 
Data Engineer,177,North Carolina,Charlotte,6,Arizona State University,etc,Graduate Computer Science 
Data Engineer,178,New York,New York,4,Stevens Institute of Technology,Master,"Master's degree Management Information Systems, General 3.75"
Data Engineer,179,Florida,,3,University of Miami,Master,Master's degree Business analytics 
Data Engineer,180,Illinois,,3,Illinois Institute of Technology,Master,Master's degree Computer Science 3.7
Data Engineer,181,California,,4,"University of California, Berkeley",Master,Master's  Information and Data Science
Data Engineer,182,Massachusetts,Boston,3,Northeastern University,Master,Master’s Degree Information Systems 
Data Engineer,183,Texas,Houston,8,Texas A&M University,Master,Master's degree Management Information Systems 4.0
Data Engineer,184,Pennsylvania,Philadelphia,4,Saint Joseph's University,Master,Master's degree Business Intelligence & Analytics 
Data Engineer,185,New York,New York,3,"University of California, Berkeley",Bachelor,Bachelor’s Degree Chemical Engineering and Data Science 
Data Engineer,186,California,San Francisco,15,VITAM,Bachelor,Bachelor of Technology (B.Tech.) Computer Sc 
Data Engineer,187,California,,6,The University of Texas at Arlington,Master,Master’s Degree Management Information Systems 3.83
Data Engineer,188,New York,New York,3,Columbia University in the City of New York,Master,Master's degree Applied Analytics 
Data Engineer,189,Georgia,Atlanta,5,Georgia Institute of Technology,etc,Full Stack Flex Computer Software Engineering 
Data Engineer,190,New York,New York,10,Northwestern University,Bachelor,BSEE Electrical Engineering 
Data Engineer,191,California,,4,Texas A&M University,Master,Masters Electrical engineering 
Data Engineer,192,Texas,,9,New York University,Master,Master's degree Cybersecurity Risk and Strategy 
Data Engineer,193,California,San Francisco,4,"University of California, Berkeley",Bachelor,Bachelor’s Degree Cognitive Science 
Data Engineer,194,Washington,Seattle,9,SUNY Binghamton,Master,Master of Science Computer Science 
Data Engineer,195,New York,New York,9,Columbia University in the City of New York,Master,Master of Science - MS Computer Engineering 3.83 / 4
Data Engineer,196,California,,12,California Polytechnic State University-San Luis Obispo,Bachelor,BS Business Administration 
Data Engineer,197,New York,New York,4,"University of California, Davis",Bachelor,Bachelor of Science (B.S.) Computer Science and Engineering 
Data Engineer,198,California,San Francisco,5,Texas A&M University,Master,Master of Science (M.S.) Information Science/Studies 
Data Engineer,199,Louisiana,,21,Louisiana State University,Bachelor,Bachelor of Arts (B.A.) Interdisciplinary Studies 
Data Engineer,200,Washington,Seattle,7,University of Washington,Master,"Master of Science (M.S.) Management Information Systems, General 3.21"
Data Engineer,201,New York,New York,11,The Johns Hopkins University,Master,M.S Computer Science 
Data Engineer,202,New Jersey,,2,New Jersey Institute of Technology,Master,Master of Science (MS) Computer Science 3.68
Data Engineer,203,Texas,,6,University of Texas at Dallas - Naveen Jindal School of Management,Master,"Master's degree Management Information Systems, General 3.36"
Data Engineer,204,Washington,Seattle,8,Georgia State University - J. Mack Robinson College of Business,Master,Masters of Science in Information Systems (MSIS) Big Data Management and Analytics 
Data Engineer,205,California,San Francisco,6,University of San Francisco,Master,Master of Science - MS Data science 
Data Engineer,206,Massachusetts,Boston,2,Northeastern University,Master,Master of Science (M.S.) Information Systems 
Data Engineer,207,California,San Francisco,14,State University of New York at Stony Brook,Master,MS Computer Science 
Data Engineer,208,New York,New York,2,Binghamton University,Master,Master of Science - MS Computer Science 
Data Engineer,209,Massachusetts,Boston,10,Colorado State University,Master,Master’s Degree Computer and Information Systems Security/Information Assurance 3.75/4
Data Engineer,210,New York,New York,5,NYU Tandon School of Engineering,Master,Master's degree Cyber Security 
Data Engineer,211,Illinois,,3,Central Michigan University,Master,Master's degree Computer Science 3.71/4.00
Data Engineer,212,Washington,Seattle,3,Northeastern University,Master,Master of Science - MS Information Systems 3.58 / 4.0
Data Engineer,213,California,,11,Columbia Engineering,etc,Applied Data Science by Columbia Engineering Applied Data Science 10.29 / 12.00
Data Engineer,214,Florida,,2,Valencia College,etc,IT Specialist Information Technology 
Data Engineer,215,California,Los Angeles,6,Arizona State University,Master,Master’s Degree Business Analytics GPA - 4
Data Engineer,216,Texas,Houston,7,University of Houston,Master,"Master of Science (MS) Data Analytics, Applied Math "
Data Engineer,217,Oregon,Portland,5,University of Illinois at Chicago,Master,"Master of Science - MS Management Information Systems, General "
Data Engineer,218,New York,New York,11,Hunter College,Bachelor,BA Computer Science(Major) and Mathmatics(Minor) 
Data Engineer,219,Oregon,Portland,5,NYU Tandon School of Engineering,Master,Master of Science (M.S.) Computer Science 3.1
Data Engineer,220,California,San Francisco,2,University of Waterloo,Master,Master's Degree Computer Science 
Data Engineer,221,California,,7,University at Buffalo,Master,Master of Science (M.S.) Electrical/ Computer Engineering 3.8/4.0
Data Engineer,222,Florida,,5,University of South Florida,Master,"Master's degree Management Information Systems, General 3.7"
Data Engineer,223,California,,12,"University of California, Berkeley",Bachelor,B. S Electrical Engineering and Computer Science 
Data Engineer,224,New York,New York,9,City University of New York-Brooklyn College,Bachelor,Bachelor’s Degree Computer Science 
Data Engineer,225,New York,New York,5,Stevens Institute of Technology,Master,Master’s Degree Computer Science 3.9
Data Engineer,226,California,Los Angeles,9,The University of Texas at Dallas,Master,Master of Science (MS) Business Analytics - Data Science 3.94
Data Engineer,227,New York,New York,3,Columbia University in the City of New York,Master,Master of Science (MS) Applied Mathematics 
Data Engineer,228,Illinois,Chicago,4,University of Illinois at Chicago,Master,Master's degree Management Information Systems 3.7/ 4
Data Engineer,229,Arizona,,5,Ira A. Fulton Schools of Engineering at Arizona State University,Master,Master of Science - MS Computer Engineering (Computer Systems) 
Data Engineer,230,Illinois,Chicago,10,University of Illinois at Chicago,Master,Master of Science (M.S.) Management Information Systems 
Data Engineer,231,New York,New York,11,Stevens Institute of Technology,Master,"Master of Science (M.S.) Business Intelligence and Analytics, concentration: Data Science GPA: 3.83/4.0"
Data Engineer,232,Texas,Dallas,3,University of Central Missouri,Master,"Master of Science (M.S.),Data Science Computer Science 3.6"
Data Engineer,233,Texas,Houston,8,University of Mary Hardin-Baylor,Bachelor,B.S. Marketing/Psychology 
Data Engineer,234,Massachusetts,Boston,10,Colgate University,etc, Computer Science 
Data Engineer,235,California,San Francisco,10,University of Minnesota-Twin Cities,Master,Master of Science (MS) Computer Science 
Data Engineer,236,Arizona,Phoenix,6,Arizona State University - W. P. Carey School of Business,Master,Master of Science (M.S.) Business Analytics 
Data Engineer,237,Texas,,5,The University of Texas at Dallas,Master,Master's degree Information Technology Management 
Data Engineer,238,Texas,,10,No School,No Degree,No Degree
Data Engineer,239,New York,New York,5,New York University,Master,Master of Science (M.S.) Data Analytics of Integrated Marketing 
Data Engineer,240,California,San Francisco,5,No School,No Degree,No Degree
Data Engineer,241,California,,18,The University of Texas at Austin,Master,Master's Degree Computer Science 
Data Engineer,242,Washington,,13,한국과학기술원(KAIST),Master,Master's degree Master of Science in Information Management 
Data Engineer,243,California,,8,"University of California, Berkeley",Bachelor,Bachelor's Degree Molecular Toxicology 
Data Engineer,244,California,,10,Jawaharlal Nehru Technological University,Bachelor,"Bachelor of Technology (B.Tech.) Electrical, Electronics and Communications Engineering "
Data Engineer,245,Massachusetts,Boston,6,Worcester Polytechnic Institute 3.5 GPA,Master,Master’s Degree Data science 3.5 GPA
Data Engineer,246,California,,14,West Virginia University,Master,Master of Science (M.S.) Computer Science 
Data Engineer,247,New York,New York,14,Anna University,Bachelor,Bachelor's in Engineering Computer Science 
Data Engineer,248,California,San Francisco,7,The University of Texas at Arlington,Master,Master's degree Computer Science 
Data Engineer,249,California,San Francisco,28,Savitribai Phule Pune University,Bachelor,B.E Computer Engineering 
Data Engineer,250,Virginia,,8,Moscow State University,Bachelor,B.S./M.S Physics 
Data Engineer,251,New York,New York,3,University of Virginia,Master,Master of Science (M.S.) Systems Engineering 
Data Engineer,252,California,,12,"Karnataka University,Dharwad",Bachelor,Bachelor’s Degree Computer Science 
Data Engineer,253,California,,10,"Nova Southeastern University, Graduate School of Computer and Information Sciences",Master,MIS Management Information Systems 
Data Engineer,254,California,,1,San Jose State University,Master,Master's degree Computer Engineering 3.8
Data Engineer,255,California,San Francisco,9,UCLA,Bachelor,BS Computational and Systems Biology 
Data Engineer,256,Washington,,9,University of Illinois at Urbana-Champaign,Bachelor,Bachelor of Engineering (BEng) Computer Science Senior
Data Engineer,257,Washington,Seattle,3,The University of Texas at Dallas,Master,Master of Science (M.S.) Information Technology and Management 3.55
Data Engineer,258,,,4,Northeastern University,Master,Master of Science - MS Information Systems 
Data Engineer,259,California,,14,"P. G. Department of Computer Science, SNDT Womens' University",Master,MCA Computer Applications; 
Data Engineer,260,Arizona,Phoenix,11,Rio Salado College,etc,Associate of Science - AS Computer Technology 4.0
Data Engineer,261,California,San Francisco,8,Texas A&M University,Master,Master’s Degree Computer Science 4.0
Data Engineer,262,New York,New York,4,University of South Florida,Master,"Master's degree Management Information Systems, General "
Data Engineer,263,Washington,Seattle,6,Georgia State University - J. Mack Robinson College of Business,Master,Master's degree Information Systems - Big Data Analytics 
Data Engineer,264,California,,2,University of Delaware,Bachelor,Bachelor's Degree Finance 
Data Engineer,265,California,,8,Purdue University,Bachelor,Bachelor of Science (B.S.)  
Data Engineer,266,California,San Francisco,12,University of Illinois at Urbana-Champaign,Master,"Master of Computer Science, Data Science  "
Data Engineer,267,California,,4,Indiana University Bloomington,Master,Master’s Degree Data Science 
Data Engineer,268,New York,New York,12,Georgia Institute of Technology,Master,Master’s Degree Machine Learning 
Data Engineer,269,California,San Francisco,4,Texas A&M University-Kingsville,Master,Master’s Degree Computer Science 
Data Engineer,270,Texas,Houston,2,Harvard Business School,etc,"SVMP Business Administration and Management, General "
Data Engineer,271,Illinois,Chicago,3,Illinois Institute of Technology,Master,Master’s Degree Computer Science 3.60 out of 4.0
Data Engineer,272,New York,New York,10,University of central missouri,Master,Master of Science (MS) Information Technology 
Data Engineer,273,Illinois,Chicago,7,University of Illinois at Chicago,Master,MS Management Information Systems 
Data Engineer,274,California,San Francisco,8,University of Nebraska at Omaha,Master,Master of Science (MS) Management Information Systems 
