Tools & Technologies,ID
Tableau,1498
HTML,1498
CSS,1498
Microsoft Excel,1498
,1499
SQL,1500
Tableau,1500
MySQL,1500
PostgreSQL,1500
R,1500
Oracle SQL Developer,1500
Microsoft Excel,1500
VBA,1500
C++,1500
C,1500
SAS enterprise Miner,1500
Microsoft Office,1500
Microsoft Word,1500
PowerPoint,1500
JavaScript,1500
HTML5,1500
HTML,1500
Databases,1500
PL/SQL,1500
Microsoft SQL Server,1500
Microsoft Office,1501
Microsoft Excel,1501
Microsoft Word,1501
Microsoft PowerPoint,1501
Property Management Systems,1502
Delphi,1502
,1503
Facebook,1504
Microsoft Office,1505
Microsoft Excel,1505
PowerPoint,1505
Microsoft Word,1505
SPSS,1505
,1506
,1507
,1508
Microsoft Office,1509
Facebook,1509
SPSS,1509
Microsoft Word,1509
Photoshop,1509
Excel,1509
Stata,1509
Adobe Photoshop,1509
Wordpress,1509
Final Cut Pro,1509
Adobe Creative Suite,1509
Microsoft Word,1510
Microsoft Publisher,1510
Visio,1510
Stata,1510
SAP,1510
,1511
Microsoft Word,1512
SAP,1513
Microsoft Excel,1513
SQL,1513
VBA,1514
SAS,1514
R,1514
Python,1514
,1515
,1516
Microsoft Office,1517
Microsoft Excel,1517
Google Analytics,1517
,1518
,1519
,1520
,1521
,1522
,1523
InDesign,1524
Adobe Illustrator,1524
Adobe Photoshop,1524
Python (Programming Language),1524
R,1524
SPSS,1524
SQL,1524
,1525
,1526
,1527
,1528
,1529
,1530
,1531
Microsoft Excel,1532
Microsoft Office,1532
PowerPoint,1532
Keynote,1532
WordPress,1532
JIRA,1532
,1533
,1534
Adobe Photoshop,1535
Microsoft Office,1535
SPSS,1535
Microsoft Excel,1535
Matlab,1535
Microsoft Access,1535
,1536
,1537
,1538
,1539
,1540
,1541
,1542
,1543
,1544
,1545
Microsoft Excel,1546
Microsoft Office,1546
Microsoft Word,1546
Microsoft PowerPoint,1546
Bloomberg,1546
S&P Capital IQ,1546
,1547
,1548
,1549
,1550
,1551
,1552
,1553
,1554
,1555
,1556
Microsoft PowerPoint,1557
,1558
,1559
,1560
,1561
,1562
,1563
,1564
,1565
,1566
,1567
Microsoft Word,1568
Python,1568
Stata,1568
,1569
,1570
,1571
,1572
,1573
,1574
,1575
,1576
,1577
,1578
PowerPoint,1579
Python,1579
Cascading Style Sheets (CSS),1579
HTML,1579
,1580
,1581
,1582
,1583
,1584
,1585
,1586
,1587
,1588
,1589
Microsoft Excel,1590
Java,1590
Matlab,1590
Microsoft PowerPoint,1590
,1591
,1592
,1593
,1594
,1595
,1596
,1597
,1598
,1599
,1600
SQL,1601
Looker (Software),1601
Microsoft Excel,1601
Google Analytics,1601
Facebook,1601
Microsoft Office,1601
Tableau,1601
Microsoft PowerPoint,1601
Microsoft Word,1601
,1602
,1603
,1604
,1605
,1606
,1607
,1608
,1609
,1610
,1611
Microsoft Word,1612
Microsoft PowerPoint,1612
Stata,1612
,1613
,1614
,1615
,1616
,1617
,1618
,1619
,1620
,1621
,1622
,1623
,1624
,1625
,1626
,1627
,1628
,1629
,1630
,1631
,1632
,1633
,1634
Microsoft PowerPoint,1635
JavaScript,1635
python,1635
SQL,1635
,1636
,1637
,1638
,1639
,1640
,1641
,1642
,1643
,1644
,1645
PowerPoint,1646
Microsoft Word,1646
Microsoft Excel,1646
Microsoft Office,1646
Facebook,1646
Microsoft PowerPoint,1646
SAP,1646
Cognos,1646
,1647
,1648
,1649
,1650
,1651
,1652
,1653
,1654
,1655
,1656
,1657
,1658
,1659
,1660
,1661
,1662
,1663
,1664
,1665
,1666
,1667
Microsoft Word,1668
Microsoft Excel,1668
PowerPoint,1668
,1669
,1670
,1671
,1672
,1673
,1674
,1675
,1676
,1677
,1678
Adobe Photoshop,1679
Adobe Premiere Pro,1679
Microsoft PowerPoint,1679
Microsoft Excel,1679
InDesign,1679
SQL,1679
Tableau,1679
Google Analytics,1679
,1680
,1681
,1682
,1683
,1684
,1685
,1686
,1687
,1688
,1689
Microsoft Office,1690
PowerPoint,1690
Adobe Photoshop,1690
,1691
,1692
,1693
,1694
,1695
,1696
,1697
,1698
,1699
,1700
Microsoft Word,1701
PowerPoint,1701
,1702
,1703
,1704
,1705
,1706
,1707
,1708
,1709
,1710
,1711
Matlab,1712
Visual Basic for Applications (VBA),1712
Microsoft Office,1712
,1713
,1714
,1715
,1716
,1717
,1718
,1719
,1720
,1721
,1722
R,1723
SAS,1723
Tableau,1723
Microsoft Office,1723
Microsoft PowerPoint,1723
Microsoft Excel,1723
Python (Programming Language),1723
SQL,1723
,1724
Adobe Photoshop,1725
Microsoft Office,1725
Microsoft Excel,1725
Microsoft PowerPoint,1725
Microsoft Word,1725
PowerPoint,1725
Photoshop,1725
,1726
PowerPoint,1727
Microsoft Excel,1728
Google Analytics,1728
Google Adwords,1728
Microsoft PowerPoint,1729
Matlab,1730
Microsoft Office,1730
Bloomberg Terminal,1730
Microsoft Excel,1730
PowerPoint,1731
Stata,1731
Microsoft Word,1732
Microsoft PowerPoint,1732
Microsoft Office,1732
,1733
SQL,1734
Hadoop,1734
Microsoft Excel,1734
PowerPoint,1734
Microsoft Word,1734
Cloudera,1734
VBA,1734
MapReduce,1734
C,1734
Python,1734
Bloomberg Terminal,1734
,1735
,1736
SQL,1737
R,1737
Tableau,1737
Python,1737
Microsoft PowerPoint,1737
MapReduce,1737
Hadoop,1737
Microsoft Office,1738
Tableau,1738
Microsoft Excel,1738
SPSS,1739
Python,1739
R,1739
Java,1739
Microsoft Office,1739
Python,1740
Tableau,1740
QuickBooks,1740
Bloomberg,1740
Adobe Photoshop,1741
Adobe InDesign,1741
Adobe Illustrator,1741
Adobe Premiere Pro,1741
Microsoft Office,1741
Microsoft Word,1741
Microsoft Excel,1741
AutoCAD,1741
JavaScript,1741
IMovie,1741
HTML,1741
SketchUp,1741
Java,1741
Microsoft PowerPoint,1741
Rhino,1741
Python,1742
TensorFlow,1742
Microsoft Office,1742
PowerPoint,1742
Microsoft Excel,1742
Microsoft Word,1742
AutoCAD,1742
Simulink,1742
Java,1742
R,1742
Arduino,1742
Microsoft Excel,1743
Microsoft Office,1743
Microsoft Excel,1744
Microsoft Word,1745
Salesforce.com,1745
Microsoft PowerPoint,1745
Excel,1745
HTML5,1745
Python (Programming Language),1745
Stata,1745
MySQL,1745
Databases,1745
Python,1745
R,1745
Tableau,1745
Microsoft Office,1746
Microsoft Excel,1746
Microsoft PowerPoint,1746
excel,1746
Excel,1746
Stata,1746
Databases,1746
Microsoft Word,1746
Microsoft Outlook,1746
Google Analytics,1746
Google Adwords,1746
,1747
Microsoft Excel,1748
C++,1748
Microsoft Word,1748
PowerPoint,1748
Java,1748
Adobe Photoshop,1748
Windows,1748
HTML,1748
Photoshop,1748
MATLAB,1748
Microsoft SQL Server,1749
Microsoft Excel,1749
Microsoft Word,1750
Microsoft PowerPoint,1750
Microsoft Excel,1751
R,1752
Microsoft Office,1753
Microsoft PowerPoint,1753
Windows,1753
Mac,1753
Microsoft Word,1753
Microsoft Office,1754
Microsoft Excel,1754
PowerPoint,1754
Microsoft Word,1754
Adobe Creative Suite,1754
Microsoft PowerPoint,1754
Microsoft Office,1755
microsoft office,1755
Photoshop,1756
Microsoft Excel,1756
PowerPoint,1756
Microsoft Word,1756
Amazon Web Services (AWS),1757
Unix,1757
PostgreSQL,1757
SQL,1757
Git,1757
Microsoft Excel,1757
Java,1757
R,1757
Adobe Illustrator,1757
Matlab,1757
Adobe Photoshop,1757
Linux,1757
Mathematica,1757
Flask,1757
HTML,1757
Cascading Style Sheets (CSS),1757
JavaScript,1757
,1758
Microsoft Excel,1759
Microsoft Office,1759
Java,1759
Microsoft PowerPoint,1759
Microsoft Access,1759
Microsoft SQL Server,1759
SQL Server Management Studio,1759
Transact-SQL (T-SQL),1759
Tableau,1759
Python (Programming Language),1759
Tableau,1760
Microsoft Power BI,1760
Microsoft Power Query,1760
SQL,1760
Python (Programming Language),1760
Minitab,1760
NodeXL,1760
,1761
,1762
Microsoft PowerPoint,1763
Matlab,1763
InDesign,1764
Java,1765
Microsoft Excel,1765
PowerPoint,1765
Microsoft Word,1765
Photoshop,1765
Bloomberg,1765
Stata,1765
Adobe Photoshop,1765
C,1765
Microsoft PowerPoint,1765
,1766
Microsoft Excel,1767
Microsoft PowerPoint,1767
Microsoft Office,1768
Microsoft Excel,1768
Microsoft Word,1768
AutoCAD Architecture,1768
AutoCAD,1768
Microsoft Excel,1769
HTML,1769
Microsoft Office,1769
Facebook,1769
PowerPoint,1769
Visio,1769
Microsoft Word,1769
MS Project,1769
Microsoft PowerPoint,1769
Adobe Premiere Pro,1770
SPSS,1770
Google Analytics,1770
Adobe InDesign,1770
,1771
Stata,1772
R,1772
Bloomberg Terminal,1772
S&P Capital IQ,1772
Python (Programming Language),1772
Microsoft Excel,1773
Microsoft PowerPoint,1773
Python,1773
Microsoft Office,1773
SQL,1773
JAVA,1773
HTML,1773
Microsoft Office,1774
Python,1774
Microsoft Excel,1774
PowerPoint,1774
R,1774
Java,1774
LaTeX,1774
SPSS,1774
Stata,1774
Microsoft Word,1774
Microsoft Excel,1775
Microsoft Office,1775
PowerPoint,1775
Adobe Acrobat,1775
Tableau,1775
Oracle,1775
Facebook,1776
WordPress,1776
Microsoft Office,1776
PowerPoint,1777
Microsoft Excel,1777
Microsoft Word,1777
Salesforce.com,1777
Outlook,1777
Tableau,1777
Minitab,1777
IBM Cognos Analytics,1777
Python,1777
Microsoft Office,1778
Microsoft Excel,1779
Microsoft PowerPoint,1779
Adobe Photoshop,1779
Microsoft Excel,1780
Facebook,1780
PowerPoint,1780
Microsoft Word,1780
Photoshop,1780
Adobe Photoshop,1780
Microsoft PowerPoint,1780
Microsoft Office,1781
PowerPoint,1781
Microsoft Office,1782
Microsoft Excel,1782
PowerPoint,1782
Microsoft Word,1782
Microsoft PowerPoint,1782
Microsoft Office,1783
PowerPoint,1783
Microsoft Excel,1783
Microsoft Word,1783
Microsoft Excel,1784
Microsoft Word,1784
PowerPoint,1784
Tableau,1784
IBM Watson,1784
R,1784
SQL,1784
Python,1784
Microsoft Excel,1785
Oracle,1785
VBA,1785
Matlab,1785
Visual Basic,1785
Microsoft Access,1785
Microsoft Office,1785
SAS,1785
R,1785
SPSS,1785
Access,1785
Databases,1785
Microsoft Excel,1786
Microsoft Word,1786
PowerPoint,1786
HTML,1787
Arduino,1787
Microsoft Office,1787
PowerPoint,1787
CSS,1787
Adobe Photoshop,1787
Microsoft PowerPoint,1787
Microsoft Office,1788
Microsoft PowerPoint,1788
R,1789
Microsoft Office,1789
Adobe Creative Suite,1789
Microsoft PowerPoint,1790
Adobe Photoshop,1790
Microsoft Office,1791
Microsoft PowerPoint,1791
Microsoft Excel,1791
Microsoft Word,1791
SQL,1791
C#,1791
JavaScript,1791
Java,1791
Tableau,1791
Lucidchart,1791
PowerPoint,1792
Microsoft Excel,1792
Microsoft Word,1792
SQL,1793
Microsoft Office,1793
Microsoft PowerPoint,1793
Tableau,1793
,1794
Microsoft Office,1795
Microsoft Word,1795
Microsoft Power BI,1795
Proficient in MS Office,1796
Microsoft Excel,1796
Microsoft Word,1796
Microsoft PowerPoint,1796
Google Analytics,1796
Microsoft Office,1797
PowerPoint,1797
Microsoft Excel,1797
Microsoft Word,1798
Facebook,1798
Access,1798
Java,1799
Mathematica,1799
Matlab,1799
SPSS,1799
Microsoft Office,1799
R,1799
R,1799
SQL,1799
Microsoft Word,1800
Microsoft PowerPoint,1800
Stata,1800
,1801
,1802
PowerPoint,1803
Microsoft Office,1803
Microsoft PowerPoint,1804
Microsoft Word,1804
Microsoft Excel,1804
Python,1804
Microsoft Office,1805
Microsoft Word,1805
PowerPoint,1805
Microsoft Excel,1805
InDesign,1805
Photoshop,1805
Dreamweaver,1805
Microsoft Word,1806
PowerPoint,1806
Google Apps,1806
Microsoft Excel,1806
Facebook,1806
Microsoft Outlook,1806
,1807
Microsoft Excel,1808
Microsoft Word,1808
PowerPoint,1808
Photoshop,1808
Microsoft PowerPoint,1808
Adobe Photoshop,1808
Property Management Systems,1809
Microsoft Office,1809
Delphi,1809
Micros,1809
Microsoft Excel,1810
Microsoft Office,1810
PowerPoint,1810
Microsoft Word,1810
SQL,1810
Matlab,1810
SAS,1810
R,1810
Visual Basic,1810
Python,1810
Microsoft Excel,1811
Microsoft Word,1811
PowerPoint,1811
Facebook,1811
Tableau,1811
Pandas (Software),1811
SQL,1811
Google Analytics,1811
Computer Hardware,1812
PowerPoint,1813
Microsoft Word,1813
QuickBooks,1813
Outlook,1813
PowerPoint,1814
Microsoft Word,1814
Microsoft Office,1814
Microsoft Excel,1814
Python,1814
Java,1814
Microsoft PowerPoint,1814
Tableau,1814
R,1814
Python,1815
Microsoft Excel,1815
Microsoft Word,1815
MICROS,1816
Microsoft Excel,1817
Microsoft Word,1817
Outlook,1817
Microsoft PowerPoint,1818
Microsoft Office,1818
Microsoft Word,1818
Microsoft Excel,1819
Micros,1819
Delphi,1819
,1820
,1821
,1822
Microsoft Office,1823
PowerPoint,1823
Microsoft Excel,1823
Microsoft Word,1823
WordPress,1823
Google Adwords,1823
Google Analytics,1823
PowerPoint,1824
Microsoft Office,1825
Salesforce.com,1825
SQL,1825
Microsoft Excel,1826
Microsoft Word,1826
Outlook,1826
PowerPoint,1826
Lotus Notes,1826
Windows 7,1826
iOS,1826
Keynote,1826
Google Docs,1826
Microsoft Excel,1827
PowerPoint,1827
Microsoft Word,1827
Microsoft Office,1828
Microsoft Excel,1828
Microsoft Word,1828
PowerPoint,1828
Facebook,1828
Adobe Photoshop,1828
PowerPoint,1829
Microsoft Excel,1829
Cascading Style Sheets (CSS),1830
JavaScript,1830
,1831
,1832
,1833
,1834
WordPress,1835
InDesign,1835
Microsoft Office,1835
Bloomberg,1836
Bloomberg Terminal,1836
Microsoft Excel,1836
S&P Capital IQ,1836
Microsoft Office,1836
Microsoft Office,1837
PowerPoint,1837
Microsoft Excel,1837
HTML,1837
C++,1837
Microsoft Word,1837
PowerPoint,1838
Facebook,1838
Microsoft Office,1838
Learning Management Systems,1839
,1840
Bloomberg,1841
PowerPoint,1841
Microsoft Excel,1841
Java,1842
VBA,1842
Stata,1842
C++,1842
Bloomberg,1842
,1843
,1844
,1845
Microsoft Excel,1846
Microsoft Word,1846
Microsoft PowerPoint,1846
PowerPoint,1846
Adobe Photoshop,1846
SQL,1847
R,1847
Tableau,1847
Microsoft Excel,1847
Microsoft Office,1848
POS,1848
Microsoft PowerPoint,1848
Microsoft Excel,1848
Microsoft Word,1848
Microsoft Excel,1849
Microsoft Word,1849
Microsoft Office,1849
Microsoft PowerPoint,1849
,1850
Microsoft Word,1851
Microsoft Excel,1851
Microsoft PowerPoint,1851
Microsoft Office,1852
Microsoft Word,1852
Facebook,1852
Microsoft Office,1853
Microsoft Word,1853
Python,1854
Enterprise Software,1854
Salesforce.com,1854
,1855
CSS,1856
MySQL,1856
R programming,1856
Google Analytics,1856
Microsoft PowerPoint,1856
Tableau,1856
SPSS,1856
PowerPoint,1857
Microsoft Word,1857
Microsoft Excel,1857
Microsoft Word,1858
PowerPoint,1858
SQL,1858
Microsoft PowerPoint,1858
Outlook,1858
Microsoft Office,1858
Microsoft Outlook,1858
SAP ERP,1858
PowerPoint,1859
SQL,1859
Microsoft Word,1859
Tableau,1859
Visual Basic for Applications (VBA),1859
Bloomberg Terminal,1859
Salesforce,1859
Google Suite,1859
Microsoft Excel,1860
Microsoft PowerPoint,1860
Facebook,1860
PowerPoint,1860
PowerPoint,1861
Microsoft Word,1861
Microsoft Office,1861
Microsoft Excel,1861
Microsoft Excel,1862
SAS,1862
Salesforce.com,1862
,1863
Property Management Systems,1864
Microsoft Office,1864
Microsoft Word,1864
Excel,1864
Outlook,1864
Power Point,1864
SAP,1864
QuickBooks,1864
ADP,1864
Eclipse,1864
Bloomberg,1865
Facebook,1866
PowerPoint,1866
Microsoft PowerPoint,1866
SQL,1866
Microsoft Excel,1866
Tableau,1866
Salesforce.com,1866
,1867
Microsoft Office,1868
Facebook,1868
PowerPoint,1868
Google Adwords,1868
Google Analytics,1868
WordPress,1868
,1869
MICROS,1870
Linux,1871
windows,1871
Microsoft Office,1871
Excel,1871
Word,1871
Office 365,1872
,1873
,1874
,1875
,1876
,1877
,1878
,1879
Microsoft Word,1880
Microsoft Office,1880
Microsoft Excel,1880
Microsoft PowerPoint,1880
PowerPoint,1880
Java,1880
Python (Programming Language),1880
Tableau,1880
Visual Basic for Applications (VBA),1880
,1881
,1882
,1883
,1884
,1885
,1886
,1887
,1888
,1889
,1890
Microsoft Word,1891
Microsoft Excel,1891
Java,1891
MySQL,1891
C++,1891
Python,1891
,1892
,1893
,1894
,1895
,1896
,1897
,1898
,1899
,1900
,1901
Microsoft Excel,1902
R,1902
Python,1902
Tableau,1902
Java,1902
,1903
,1904
,1905
,1906
Microsoft Office,1907
Microsoft Word,1907
Microsoft PowerPoint,1907
PowerPoint,1907
Adobe Photoshop,1907
Adobe Illustrator,1907
Microsoft PowerPoint,1908
Microsoft Word,1908
Python (Programming Language),1908
SQL,1908
Microsoft Power BI,1908
Microsoft Office,1909
Matlab,1909
SQL,1909
SQLite,1909
Databases,1909
VBA,1910
SQL,1910
Matlab,1910
Java,1910
Python,1910
,1911
Microsoft Excel,1912
PowerPoint,1912
Microsoft PowerPoint,1912
Excel,1913
Bloomberg Terminal,1913
SQL,1913
vba,1913
SAP,1914
Matlab,1914
Mathematica,1914
Tableau,1915
SAS,1915
Microsoft Excel,1915
SPSS,1915
PowerPoint,1915
Microsoft PowerPoint,1915
MySQL,1915
Microsoft Office,1915
Microsoft Project,1915
Microsoft Excel,1916
Microsoft Excel,1917
Microsoft Word,1917
PowerPoint,1917
Microsoft Outlook,1917
,1918
Python,1919
Microsoft Word,1919
PowerPoint,1919
Microsoft PowerPoint,1919
R,1919
,1920
MySQL,1921
PostgreSQL,1921
C++,1921
Microsoft Office,1921
Microsoft Excel,1921
Microsoft Word,1921
Tableau,1921
Microsoft PowerPoint,1921
Google Analytics,1921
TensorFlow,1921
Microsoft PowerPoint,1922
Microsoft Office,1922
Microsoft Word,1922
Microsoft Office,1923
PowerPoint,1923
Microsoft Excel,1923
Microsoft Word,1923
Photoshop,1923
Photoshop,1924
Microsoft PowerPoint,1924
Adobe Photoshop,1924
Bloomberg,1925
Photoshop,1926
Illustrator,1926
HTML,1926
CSS,1926
Microsoft Office,1926
Github,1926
Sequelize,1926
React-Native,1926
redux,1926
PostgreSQL,1926
HTML5,1926
AJAX,1926
Microsoft Office,1927
Microsoft Excel,1927
PowerPoint,1927
Microsoft Office,1928
InDesign,1928
Photoshop,1928
Facebook,1928
PowerPoint,1928
Adobe Creative Suite,1928
SQL,1928
Tableau,1928
Google Analytics,1928
SQL,1929
SAS,1929
Python,1929
Microsoft Office,1929
Microsoft Word,1929
PowerPoint,1929
Tableau,1929
HTML,1929
CSS,1929
Bloomberg,1929
Capital IQ,1929
Matlab,1930
Microsoft PowerPoint,1930
Microsoft Word,1930
Microsoft Excel,1930
R,1930
Tableau,1931
Software as a Service (SaaS),1931
Microsoft Office,1931
Microsoft Excel,1931
PowerPoint,1931
HTML,1931
R,1931
Python,1931
,1932
Microsoft Access,1933
Microsoft Office,1933
PowerPoint,1933
Bloomberg Terminal,1933
Salesforce.com,1933
Photoshop,1933
Microsoft Word,1933
UiPath,1933
PowerBI,1933
Microsoft Excel,1934
Microsoft Word,1934
PowerPoint,1934
Microsoft PowerPoint,1934
R,1934
Unix,1934
Python (Programming Language),1934
Microsoft Powerpoint,1935
HTML & CSS,1935
Microsoft Word,1935
Python,1935
,1936
Google Analytics,1937
HTML,1937
JavaScript,1937
Microsoft Office,1937
Cascading Style Sheets (CSS),1937
SQL,1937
python,1937
Final Cut Pro,1938
Microsoft Excel,1938
Microsoft Outlook,1938
Office 365,1938
Oracle,1938
Active Directory,1938
Stata,1939
Adobe Premiere Pro,1939
Adobe Photoshop,1939
Microsoft Office,1940
Microsoft Word,1941
Microsoft Office,1941
Microsoft Excel,1942
PowerPoint,1942
R,1942
Tableau,1942
Microsoft Visio,1942
Microsoft Project,1942
,1943
Microsoft Word,1944
,1945
PowerPoint,1946
Microsoft Excel,1946
Microsoft Office,1946
Stata,1946
Oracle,1946
,1947
Microsoft Office,1948
Microsoft Excel,1948
Microsoft Word,1948
Microsoft PowerPoint,1948
PowerPoint,1949
Adobe XD,1950
Microsoft Excel,1950
Microsoft PowerPoint,1950
Adobe Photoshop,1950
WordPress,1950
Adobe Illustrator,1950
Bloomberg,1950
iMovie,1950
Domo,1950
inVision,1950
,1951
Microsoft Office,1952
Microsoft Excel,1953
Microsoft SQL Server,1953
Visual Basic for Applications (VBA),1953
VBA,1953
SQL,1953
SQL Server Reporting Services (SSRS),1953
Tableau,1953
Power BI,1953
Microsoft PowerPoint,1953
Python (Programming Language),1953
SQL Server Integration Services (SSIS),1953
Ms office,1954
AutoCAD,1954
Adobe Photoshop,1954
Adobe Creative Suite,1954
Tableau,1954
SQL,1954
Microsoft Excel,1954
Microsoft Word,1954
Microsoft PowerPoint,1954
R,1954
tableau,1954
SPSS,1955
Stata,1955
Microsoft Office,1955
Microsoft PowerPoint,1955
Microsoft Excel,1955
Microsoft Word,1955
Python,1956
Stata,1956
Microsoft Office,1957
YouTube,1957
Java,1957
HTML,1957
Microsoft Office,1958
Microsoft Word,1958
Matlab,1959
Python,1959
Microsoft Office,1959
Microsoft Excel,1959
Microsoft PowerPoint,1959
,1960
,1961
,1962
,1963
,1964
,1965
,1966
,1967
,1968
Microsoft PowerPoint,1969
Microsoft Excel,1969
Microsoft Word,1969
,1970
,1971
HRIS,1972
Human Resources Information Systems (HRIS),1972
Microsoft Excel,1973
Microsoft Office,1973
Microsoft Word,1973
Outlook,1973
Excel,1973
Word,1973
Microsoft Excel,1974
Bloomberg,1974
Microsoft Office,1975
Microsoft Excel,1975
Microsoft PowerPoint,1975
Microsoft Word,1975
Microsoft Office,1976
PowerPoint,1976
SAP,1976
Microsoft Word,1976
Microsoft PowerPoint,1976
Software as a Service (SaaS),1976
Hyperion,1976
SPSS,1977
Photoshop,1977
Illustrator,1977
InDesign,1977
Rhino,1977
Sketchbook Pro,1977
AutoCAD,1977
PTC Creo,1977
SolidWorks,1977
Microsoft Office,1977
3D Studio Max,1977
Invision,1977
HTML,1977
Microsoft Office,1978
Stata,1979
Mathematica,1979
Microsoft Excel,1979
Photoshop,1979
R,1979
Python (Programming Language),1980
SQL,1980
Microsoft Excel,1980
Warehouse Management,1981
Microsoft Excel,1981
Microsoft Office,1981
Microsoft Word,1981
PowerPoint,1981
Learning Management Systems,1982
Microsoft Excel,1982
Microsoft PowerPoint,1982
Adobe Photoshop,1983
Adobe Illustrator,1983
Microsoft Office,1983
Microsoft word,1983
Microsoft PowerPoint,1983
Microsoft Excel,1983
Microsoft Office,1984
R,1984
SQL,1984
Stata,1984
Microsoft Office,1985
Computer Hardware,1985
Visual Basic for Applications (VBA),1985
Microsoft Excel,1986
Microsoft Word,1987
,1988
Microsoft Office,1989
PowerPoint,1989
Microsoft Word,1989
Microsoft Office,1990
PowerPoint,1990
Microsoft Office,1991
Microsoft Excel,1991
Microsoft Word,1991
Microsoft PowerPoint,1991
Cascading Style Sheets (CSS),1991
Tableau,1991
SQL,1991
Microsoft Office,1992
Stata,1992
SPSS,1992
Microsoft Excel,1992
HTML,1992
CSS,1992
JavaScript,1992
Microsoft PowerPoint,1992
Microsoft Word,1992
WordPress,1992
Microsoft Outlook,1992
Google Analytics,1992
Microsoft Excel,1993
PowerPoint,1993
Microsoft Office,1994
PeopleSoft,1994
HTML5,1994
SQL,1995
Microsoft Office,1995
R,1995
Tableau,1995
Python (Programming Language),1995
SAS Enterprise Miner,1995
Microsoft Excel,1995
Microsoft Access,1995
Microsoft Word,1996
Access,1996
Microsoft Excel,1997
Microsoft Office,1997
PowerPoint,1997
Microsoft PowerPoint,1997
PowerPoint,1998
Microsoft Word,1998
Microsoft PowerPoint,1998
Microsoft Word,1999
Microsoft Excel,1999
Microsoft PowerPoint,1999
JIRA,1999
PowerPoint,2000
R Programming,2001
Python,2001
Java,2002
Python,2002
PowerPoint,2003
Microsoft Access,2003
Photoshop,2003
Microsoft Excel,2004
Microsoft Word,2004
PowerPoint,2004
QuickBooks,2004
Microsoft Word,2005
Microsoft Office,2005
Microsoft Excel,2005
Prezi,2005
iMovie,2005
Microsoft PowerPoint,2005
,2006
PowerPoint,2007
Microsoft Word,2007
Microsoft Excel,2007
Microsoft PowerPoint,2007
Tableau,2007
Microsoft Office,2008
Microsoft Word,2008
Microsoft Excel,2008
SQL,2009
Tableau,2009
Visual Basic for Applications (VBA),2009
Microsoft Office,2009
Microsoft Excel,2009
Power BI,2009
Microsoft Word,2009
HTML,2009
C++,2009
C,2009
CATIA,2009
SolidWorks,2009
Microsoft PowerPoint,2009
MySQL,2009
Databases,2009
QlikView,2009
Java,2009
Google Analytics,2009
Google Adwords,2009
SAP Materials Management (SAP MM),2009
Python,2010
Microsoft Excel,2010
Microsoft Office,2010
PowerPoint,2010
Hadoop,2010
R,2010
Java,2010
C++,2010
MySQL,2010
PostgreSQL,2010
Bash,2010
Oracle E-Business Suite,2011
QuickBooks,2011
Access,2011
Microsoft Access,2011
,2012
,2013
,2014
,2015
,2016
,2017
,2018
,2019
,2020
,2021
,2022
,2023
Microsoft Office,2024
Microsoft PowerPoint,2024
Microsoft Word,2024
,2025
,2026
,2027
,2028
,2029
,2030
Microsoft Excel,2031
SAS,2031
Salesforce.com,2031
Microsoft Office,2032
Microsoft Excel,2032
Facebook,2032
Windows,2032
Microsoft PowerPoint,2033
SQL,2034
Stata,2034
Mathematica,2034
Microsoft Office,2034
Microsoft Word,2035
Microsoft PowerPoint,2035
Microsoft Excel,2035
Microsoft Outlook,2035
Microsoft Office,2035
Tableau,2035
Visual Basic for Applications (VBA),2035
SAP,2035
SQL,2035
Microsoft Office,2036
,2037
SQL,2038
Java Enterprise Edition,2038
C#,2038
.NET,2038
Microsoft SQL Server,2038
Oracle,2038
ASP.NET,2038
Databases,2038
Linux,2038
SSIS,2038
Unix,2038
Microsoft Office,2039
R,2039
SQL,2039
Stata,2039
T-SQL,2040
C#,2040
Java,2040
HTML,2040
Microsoft Excel,2040
Python,2040
C,2040
Matlab,2040
Microsoft Word,2040
Microsoft SQL Server,2040
PowerPoint,2040
SAP,2040
SSRS,2040
R,2040
Microsoft Excel,2041
PowerPoint,2041
Windows,2041
Microsoft Word,2042
Microsoft Excel,2042
PowerPoint,2042
Microsoft Word,2043
PowerPoint,2043
Microsoft Excel,2043
Microsoft PowerPoint,2043
PowerPoint,2044
Microsoft Office,2044
AutoCAD,2045
C,2045
Matlab,2045
Microsoft Excel,2045
Microsoft PowerPoint,2045
Microsoft Word,2045
Microsoft Access,2045
SQL,2045
R,2045
Qlikview,2045
Microsoft Power BI,2045
Tableau,2045
VBA,2045
Microsoft Office,2046
Microsoft Office,2047
PowerPoint,2047
Microsoft Word,2047
Microsoft Excel,2047
Outlook,2047
Microsoft Excel,2048
Microsoft Word,2048
Python,2048
C++,2048
PowerPoint,2048
Microsoft PowerPoint,2048
Visual Basic for Applications (VBA),2048
SAS,2048
SPSS,2048
PowerPoint,2049
Microsoft Word,2049
Facebook,2049
Microsoft PowerPoint,2049
SharePoint,2049
Cognos,2049
SQL,2049
Tableau,2049
Microsoft Power BI,2049
PowerPoint,2050
Tableau,2051
R Programming,2051
HTML,2051
Microsoft Office,2051
Microsoft PowerPoint,2051
C++,2051
Microsoft Excel,2051
Java,2051
Microsoft Word,2051
Python,2051
Stata,2052
PowerPoint,2052
SPSS,2052
VBA,2052
Python,2052
Visual Basic for Applications (VBA),2052
Microsoft Office,2052
